2.0000e-01                   0                6818
1
6818
2.0000e-02          6.4130e+00         -2.5495e+00          0.0000e+00          0.0000e+00          0.0000e+00          0.0000e+00
1.2000e-01          6.4130e+00         -2.5495e+00          0.0000e+00          0.0000e+00          1.0000e-01          0.0000e+00
2.2000e-01          6.4130e+00         -2.5495e+00          0.0000e+00          0.0000e+00          2.0000e-01          0.0000e+00
3.2000e-01          6.4130e+00         -2.5495e+00          0.0000e+00          0.0000e+00          3.0000e-01          0.0000e+00
4.2000e-01          6.4130e+00         -2.5495e+00          0.0000e+00          0.0000e+00          4.0000e-01          0.0000e+00
5.2000e-01          6.4130e+00         -2.5495e+00          0.0000e+00          0.0000e+00          5.0000e-01          0.0000e+00
6.2000e-01          6.4130e+00         -2.5495e+00          0.0000e+00          0.0000e+00          6.0000e-01          0.0000e+00
7.2000e-01          6.4130e+00         -2.5495e+00          0.0000e+00          0.0000e+00          7.0000e-01          0.0000e+00
8.2000e-01          6.4130e+00         -2.5495e+00          0.0000e+00          0.0000e+00          8.0000e-01          0.0000e+00
9.2000e-01          6.4130e+00         -2.5495e+00          0.0000e+00          0.0000e+00          9.0000e-01          0.0000e+00
1.0200e+00          6.4130e+00         -2.5495e+00          0.0000e+00          0.0000e+00          1.0000e+00          0.0000e+00
1.1200e+00          6.4130e+00         -2.5495e+00          0.0000e+00          0.0000e+00          1.1000e+00          0.0000e+00
1.2200e+00          6.4130e+00         -2.5495e+00          0.0000e+00          0.0000e+00          1.2000e+00          0.0000e+00
1.3200e+00          6.4130e+00         -2.5495e+00          0.0000e+00          0.0000e+00          1.3000e+00          0.0000e+00
1.4200e+00          6.4130e+00         -2.5495e+00          0.0000e+00          0.0000e+00          1.4000e+00          0.0000e+00
1.5200e+00          6.4130e+00         -2.5495e+00          0.0000e+00          0.0000e+00          1.5000e+00          0.0000e+00
1.6200e+00          6.4130e+00         -2.5495e+00          0.0000e+00          0.0000e+00          1.6000e+00          0.0000e+00
1.7200e+00          6.4130e+00         -2.5495e+00          0.0000e+00          0.0000e+00          1.7000e+00          0.0000e+00
1.8200e+00          6.4130e+00         -2.5495e+00          0.0000e+00          0.0000e+00          1.8000e+00          0.0000e+00
1.9200e+00          6.4130e+00         -2.5495e+00          0.0000e+00          0.0000e+00          1.9000e+00          0.0000e+00
2.0200e+00          6.4130e+00         -2.5495e+00          0.0000e+00          0.0000e+00          2.0000e+00          0.0000e+00
2.1200e+00          6.4130e+00         -2.5495e+00          0.0000e+00          0.0000e+00          2.1000e+00          0.0000e+00
2.2200e+00          6.4130e+00         -2.5495e+00          0.0000e+00          0.0000e+00          2.2000e+00          0.0000e+00
2.3200e+00          6.4130e+00         -2.5495e+00          0.0000e+00          0.0000e+00          2.3000e+00          0.0000e+00
2.4200e+00          6.4130e+00         -2.5495e+00          0.0000e+00          0.0000e+00          2.4000e+00          0.0000e+00
2.5200e+00          6.4130e+00         -2.5495e+00          0.0000e+00          0.0000e+00          2.5000e+00          0.0000e+00
2.6200e+00          6.4130e+00         -2.5495e+00          0.0000e+00          0.0000e+00          2.6000e+00          0.0000e+00
2.7200e+00          6.4130e+00         -2.5495e+00          0.0000e+00          0.0000e+00          2.7000e+00          0.0000e+00
2.8200e+00          6.4130e+00         -2.5495e+00          0.0000e+00          0.0000e+00          2.8000e+00          0.0000e+00
2.9200e+00          6.4130e+00         -2.5495e+00          0.0000e+00          0.0000e+00          2.9000e+00          0.0000e+00
3.0200e+00          6.4130e+00         -2.5495e+00          0.0000e+00          0.0000e+00          3.0000e+00          0.0000e+00
3.1200e+00          6.4130e+00         -2.5495e+00          0.0000e+00          0.0000e+00          3.1000e+00          0.0000e+00
3.2200e+00          6.4130e+00         -2.5495e+00          0.0000e+00          0.0000e+00          3.2000e+00          0.0000e+00
3.3200e+00          6.4130e+00         -2.5495e+00          0.0000e+00          0.0000e+00          3.3000e+00          0.0000e+00
3.4200e+00          6.4130e+00         -2.5495e+00          0.0000e+00          0.0000e+00          3.4000e+00          0.0000e+00
