不平顺来源,谱等级,随机种子,最小波长,最大波长,模拟长度,间距,滤波波长
0	7	99	2.0	200.0	8192	0.5	0.0
初始平滑处理距离
50.0
不平顺系数
1.0	1.0	1.0

0.0046503	-0.00066504	0.0013615	
0.0047039	-0.00073512	0.001429	
0.0048057	-0.00072454	0.0014572	
0.0047676	-0.00080473	0.0013312	
0.0047183	-0.00094335	0.0011389	
0.0048468	-0.0010039	0.0011137	
0.0051202	-0.00091321	0.0013035	
0.0054821	-0.00077923	0.0014612	
0.0060466	-0.0008163	0.0013701	
0.0067844	-0.0010834	0.0011129	
0.0072739	-0.0013716	0.00089483	
0.0071661	-0.0014781	0.00078117	
0.006729	-0.0015052	0.00077445	
0.0065216	-0.00169	0.00095893	
0.0066578	-0.0019782	0.001332	
0.0068156	-0.0020173	0.0016272	
0.0068603	-0.0016211	0.0015687	
0.0069588	-0.0010167	0.0012397	
0.0070962	-0.00053364	0.00096503	
0.0070004	-0.00024197	0.00086829	
0.006646	-3.086e-05	0.00077328	
0.0063564	0.00010407	0.00053054	
0.0062358	1.6208e-05	0.00021587	
0.005933	-0.00041586	-3.4129e-05	
0.0052077	-0.0011696	-0.00020588	
0.0043625	-0.0020721	-0.00036627	
0.0038094	-0.0028436	-0.00054359	
0.0034747	-0.0032369	-0.00068193	
0.0029485	-0.0032183	-0.0006549	
0.0020678	-0.0029553	-0.00036986	
0.0010887	-0.0026031	5.365e-05	
0.00037814	-0.0022164	0.0002946	
0.00013236	-0.0018864	0.0001672	
0.00029347	-0.0017576	-0.00011783	
0.00054918	-0.0017968	-0.00019706	
0.00050295	-0.0017376	-3.7714e-06	
4.2019e-05	-0.0014392	0.00021749	
-0.00049804	-0.001155	0.00029604	
-0.00068785	-0.0012283	0.00028972	
-0.00049755	-0.00162	0.0002452	
-0.00030128	-0.0019633	7.1411e-05	
-0.00039866	-0.0020281	-0.00024721	
-0.0006608	-0.0019003	-0.00053377	
-0.0006965	-0.0017304	-0.00066384	
-0.00029213	-0.0015497	-0.00076207	
0.00039172	-0.0013722	-0.00098686	
0.0010565	-0.0012679	-0.0012359	
0.0016115	-0.0012615	-0.0012503	
0.0021915	-0.0013134	-0.00096518	
0.0028606	-0.0014492	-0.00060153	
0.0034605	-0.0017489	-0.00041239	
0.0038278	-0.0021559	-0.00045114	
0.0040108	-0.00246	-0.00059667	
0.0041413	-0.0025449	-0.00070865	
0.0042187	-0.0025054	-0.00072349	
0.0041964	-0.0024364	-0.00065867	
0.0041648	-0.0022508	-0.00057668	
0.0042181	-0.0018104	-0.00054992	
0.0042032	-0.0011118	-0.00064365	
0.0038734	-0.00023511	-0.00089249	
0.0033137	0.0007631	-0.0012438	
0.0029553	0.0017657	-0.0015307	
0.0030806	0.0025081	-0.001566	
0.0035205	0.0027587	-0.0013003	
0.0039558	0.0025746	-0.00086743	
0.0043391	0.0022556	-0.00047381	
0.004851	0.0020619	-0.00027066	
0.0055309	0.002069	-0.00029924	
0.0061306	0.002259	-0.00047478	
0.0063501	0.0026128	-0.00062354	
0.0061326	0.0030853	-0.00063061	
0.0056821	0.0035802	-0.00057223	
0.0052053	0.0039889	-0.00061032	
0.0046762	0.0042161	-0.00074304	
0.003895	0.0041871	-0.00079223	
0.0027658	0.0039027	-0.0006851	
0.001441	0.0034872	-0.000581	
0.00019456	0.0031047	-0.00059689	
-0.00074305	0.0028046	-0.00057001	
-0.0012164	0.0025065	-0.00031191	
-0.0011914	0.0021492	-9.4923e-06	
-0.00087539	0.001786	-9.2941e-05	
-0.00063828	0.0015002	-0.00066278	
-0.00064907	0.0012836	-0.0012881	
-0.00067792	0.0010662	-0.0014902	
-0.0003891	0.00084195	-0.0012474	
0.00026325	0.00068859	-0.00088271	
0.0010578	0.00064324	-0.00061506	
0.0018042	0.0006239	-0.00042652	
0.0024518	0.00053377	-0.00028146	
0.0029986	0.00039537	-0.00023086	
0.003472	0.00027943	-0.00027234	
0.0039444	0.00011088	-0.00029474	
0.0044307	-0.00030479	-0.00023405	
0.0048588	-0.00098393	-0.00015785	
0.0052647	-0.0016297	-0.0001328	
0.0058579	-0.0019491	-0.00013108	
0.00669	-0.0020222	-0.00014802	
0.007405	-0.0021712	-0.00028657	
0.0075973	-0.0025139	-0.0005889	
0.007349	-0.0028876	-0.00086408	
0.0071341	-0.0032334	-0.00085636	
0.0072075	-0.0037565	-0.00058423	
0.0073388	-0.0045469	-0.0003573	
0.0071711	-0.0052799	-0.00040359	
0.006637	-0.0055568	-0.00060062	
0.0059875	-0.0054252	-0.00065979	
0.0055652	-0.0052933	-0.0004845	
0.0055453	-0.0053653	-0.00022821	
0.0057734	-0.0054286	-4.7814e-05	
0.0058873	-0.005242	5.6297e-05	
0.0057007	-0.0049008	0.00013929	
0.0053621	-0.0046953	0.00018961	
0.005029	-0.0047572	0.00018959	
0.004591	-0.0049836	0.00020538	
0.0039361	-0.0052307	0.00030192	
0.0032724	-0.0054573	0.00041322	
0.0028385	-0.0056961	0.00042147	
0.0024285	-0.0059743	0.00035578	
0.0015944	-0.006276	0.00037676	
0.00027593	-0.0065497	0.00053026	
-0.0011365	-0.0067487	0.00065453	
-0.0023418	-0.0068741	0.00062025	
-0.0033451	-0.0069682	0.00054736	
-0.0041021	-0.007069	0.00064512	
-0.0043484	-0.0071818	0.00089624	
-0.0039439	-0.007275	0.0010533	
-0.0031342	-0.0072763	0.00095043	
-0.0023591	-0.007103	0.00069181	
-0.0019703	-0.0067532	0.00049721	
-0.0021068	-0.0063524	0.00044897	
-0.002562	-0.0060612	0.0004246	
-0.0027751	-0.005942	0.00022363	
-0.0022966	-0.005941	-0.00023997	
-0.0013421	-0.0059541	-0.00080582	
-0.000593	-0.0058545	-0.0011411	
-0.000393	-0.0055301	-0.0010348	
-0.00045028	-0.0050189	-0.00061773	
-0.00038339	-0.0045736	-0.00021034	
-0.00018807	-0.0044444	1.4897e-05	
-3.5025e-05	-0.0045781	0.00010769	
1.5548e-05	-0.0046632	0.00012699	
-0.00012927	-0.0044985	4.6819e-05	
-0.00071264	-0.004178	-0.00010879	
-0.0018135	-0.0038679	-0.00024447	
-0.0030938	-0.0035664	-0.00037917	
-0.0040979	-0.0031863	-0.00065095	
-0.004693	-0.0027257	-0.0010216	
-0.0050571	-0.0022028	-0.001173	
-0.0053713	-0.0015342	-0.00087616	
-0.005694	-0.00066984	-0.00032442	
-0.0060458	0.00020674	7.983e-05	
-0.006465	0.00082336	0.00015841	
-0.0069831	0.0011707	8.2287e-06	
-0.0075697	0.0015135	-0.00024366	
-0.0080819	0.0019975	-0.00050064	
-0.0083697	0.0024386	-0.00060046	
-0.0085514	0.0026301	-0.00043444	
-0.0090161	0.0027102	-0.00016838	
-0.0098833	0.003022	-0.00011154	
-0.010608	0.0036498	-0.00032074	
-0.010514	0.0042827	-0.00051967	
-0.0097007	0.0045808	-0.00045461	
-0.0089889	0.0045323	-0.0001617	
-0.0089078	0.0043632	0.00016728	
-0.009128	0.0042017	0.00042352	
-0.0089949	0.0039783	0.00061315	
-0.0082458	0.0036345	0.00077113	
-0.0070834	0.0032856	0.00091451	
-0.0059308	0.0030972	0.0010184	
-0.0052603	0.0030718	0.0010293	
-0.0052745	0.0030483	0.00096782	
-0.0055778	0.0029107	0.00096418	
-0.0055262	0.002728	0.0010808	
-0.0050517	0.0026622	0.0011757	
-0.0047182	0.0027739	0.0011167	
-0.0048022	0.0029493	0.0010552	
-0.0048497	0.0030113	0.0012407	
-0.0044518	0.0028928	0.0015912	
-0.0039098	0.0027042	0.0017382	
-0.0036592	0.0026339	0.0015347	
-0.0034958	0.0027719	0.0012232	
-0.0029707	0.0030292	0.0010201	
-0.002233	0.0032281	0.00084705	
-0.001837	0.0032593	0.00062783	
-0.0018831	0.0031479	0.00053399	
-0.0019756	0.0029936	0.00068275	
-0.0019613	0.0028717	0.00083104	
-0.0020908	0.0027736	0.0006636	
-0.0023964	0.0026137	0.00022686	
-0.0024876	0.0023163	-0.00020076	
-0.002158	0.0019222	-0.00053493	
-0.0017497	0.0015795	-0.0008862	
-0.0016715	0.0013826	-0.0012328	
-0.0018688	0.001259	-0.0014144	
-0.0020174	0.0010828	-0.0014326	
-0.002031	0.00085583	-0.0014579	
-0.0021346	0.00067058	-0.0015075	
-0.0025162	0.00051227	-0.0013769	
-0.0030692	0.00024164	-0.0009644	
-0.0034925	-0.00019671	-0.00044841	
-0.0036229	-0.00069204	-6.3406e-05	
-0.0036636	-0.0011552	0.00012746	
-0.003993	-0.0016453	0.00017822	
-0.0046697	-0.0022096	0.00015133	
-0.0052442	-0.0027361	0.00012959	
-0.0052113	-0.0030993	0.00017091	
-0.0045664	-0.0033357	0.00016841	
-0.0037677	-0.0035108	-0.00010048	
-0.0032421	-0.0035388	-0.00069654	
-0.0030899	-0.0033578	-0.001405	
-0.0031827	-0.0031916	-0.0019615	
-0.00335	-0.0033461	-0.002262	
-0.0035125	-0.0037559	-0.0022867	
-0.0037646	-0.0040423	-0.0019858	
-0.0042289	-0.0040748	-0.0013807	
-0.0047122	-0.004138	-0.00067351	
-0.0047199	-0.0043927	-0.00010953	
-0.0040668	-0.0045134	0.00021933	
-0.0032909	-0.0041504	0.00034593	
-0.0031041	-0.0035022	0.00029914	
-0.0035263	-0.0030618	0.0001377	
-0.0039494	-0.0029375	3.6414e-05	
-0.0040324	-0.0028119	0.00015797	
-0.0041041	-0.0025243	0.00043479	
-0.0045697	-0.0022786	0.00062931	
-0.0053016	-0.0022004	0.00065054	
-0.0058467	-0.0020738	0.00068076	
-0.005993	-0.001702	0.00090997	
-0.0058959	-0.0012374	0.0012408	
-0.0057874	-0.00092112	0.0013762	
-0.0057714	-0.0007099	0.0011772	
-0.0058379	-0.00040777	0.00082333	
-0.0059	-1.561e-05	0.00059063	
-0.0058078	0.00030683	0.00055571	
-0.00542	0.00053241	0.00058722	
-0.0047095	0.00076662	0.0005681	
-0.0038157	0.00099781	0.00050673	
-0.0029952	0.0010897	0.00042183	
-0.0024593	0.0010339	0.00025018	
-0.002207	0.00099653	-3.9851e-05	
-0.0020751	0.001067	-0.00032248	
-0.0019922	0.0011415	-0.0004282	
-0.0020486	0.0011202	-0.00036679	
-0.0022144	0.0010518	-0.00032433	
-0.002161	0.00098813	-0.00042355	
-0.0015923	0.0008359	-0.00058671	
-0.00065598	0.00049511	-0.00066954	
0.00022751	7.4073e-05	-0.00063938	
0.00090319	-0.00016401	-0.00056195	
0.0015796	-5.7673e-05	-0.00048215	
0.0023778	0.00032662	-0.00039233	
0.0030678	0.00079675	-0.0002801	
0.0033786	0.0011754	-0.00014123	
0.0033861	0.0013525	2.9129e-05	
0.0034555	0.0013111	0.00019579	
0.003879	0.0011583	0.00025519	
0.0046325	0.0010643	0.00012426	
0.0054267	0.0010887	-0.00013054	
0.0059888	0.0010856	-0.00031565	
0.0063542	0.00085623	-0.00029353	
0.0068201	0.0003987	-0.00010262	
0.0075163	-7.4907e-05	0.00013329	
0.0081434	-0.0004	0.00036049	
0.008332	-0.00064907	0.0005885	
0.0081559	-0.00099117	0.00075689	
0.0080171	-0.0014462	0.00072649	
0.0080872	-0.0018885	0.00045809	
0.0081946	-0.0022239	0.00011311	
0.0082631	-0.0024068	-0.00011681	
0.0084633	-0.0023248	-0.00022097	
0.008791	-0.0018829	-0.00029109	
0.0088619	-0.0012486	-0.0002811	
0.0083756	-0.00080015	-3.8922e-05	
0.0075302	-0.00071301	0.00037896	
0.0067222	-0.00076587	0.00062845	
0.0060444	-0.0006906	0.00046538	
0.0053584	-0.00053906	8.4497e-05	
0.0046936	-0.0005064	-0.00010632	
0.0042409	-0.00053282	2.7863e-05	
0.0040058	-0.00035165	0.00027749	
0.0037688	0.00010239	0.00044947	
0.0034085	0.00058714	0.00056504	
0.0030253	0.00089159	0.0006713	
0.0026958	0.0010741	0.00069411	
0.0023145	0.0012929	0.0006057	
0.0017809	0.0015641	0.0005758	
0.0012127	0.0017806	0.00079197	
0.00085952	0.0018668	0.0012044	
0.00084251	0.0018384	0.0015748	
0.0010278	0.0017808	0.0017238	
0.0011328	0.001813	0.001623	
0.00094659	0.0020046	0.0013111	
0.00047243	0.0022972	0.00086826	
-0.0001358	0.0025607	0.00046947	
-0.00076981	0.0027268	0.00032276	
-0.0014508	0.0028007	0.00048609	
-0.0022073	0.0027658	0.00079572	
-0.002957	0.0025791	0.0010144	
-0.0035882	0.0022518	0.0010352	
-0.0041064	0.0018353	0.00094291	
-0.0046174	0.0013432	0.00090779	
-0.0051675	0.0007998	0.0010207	
-0.0056399	0.0003336	0.0012042	
-0.0057936	7.3152e-05	0.0012758	
-0.0054168	-4.9685e-05	0.0011072	
-0.0045275	-0.0002388	0.00072112	
-0.0034531	-0.00055968	0.00025314	
-0.0026117	-0.00086748	-0.00013823	
-0.0021638	-0.0010171	-0.00033796	
