       Node,    Mode,   Dis
      49,      27,      7.510229E-04,     -8.276566E-15,     -5.789616E-15,     -9.253274E-17,     -1.237175E-15,      4.118419E-15	
      57,      27,     -8.403684E-04,     -5.403078E-15,      2.138124E-15,     -6.924653E-18,      4.407335E-16,     -8.233132E-15	
      65,      27,      8.708621E-04,      2.904611E-14,     -3.886297E-15,      7.847021E-17,      3.219525E-15,      9.875435E-15	


       Node,    Mode,   Dis
       1,      28,      0.000000E+00,      0.000000E+00,      1.083602E-19,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      17,      28,      0.000000E+00,      0.000000E+00,     -1.944170E-19,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      33,      28,      2.042336E-14,     -1.235423E-03,     -1.209630E-17,      6.097920E-16,      1.296998E-16,      4.313801E-04	
      34,      28,      1.775563E-14,     -7.980663E-04,     -1.524743E-16,      6.281243E-16,      1.625241E-16,      4.493095E-04	
      41,      28,     -2.336468E-14,     -6.280546E-05,      2.405935E-15,      7.555460E-16,      9.598378E-16,     -3.474914E-04	
      49,      28,      2.641997E-14,      6.108973E-04,     -2.443754E-15,      9.011262E-16,     -8.894008E-16,     -1.521550E-15	
      57,      28,     -2.667681E-14,     -6.280546E-05,     -4.299272E-16,      1.046792E-15,      6.210375E-16,      3.474914E-04	
      65,      28,      3.019506E-14,     -1.235423E-03,     -4.013048E-17,      1.192232E-15,      1.453122E-15,     -4.313801E-04	


       Node,    Mode,   Dis
       1,      29,      0.000000E+00,      0.000000E+00,      3.441904E-20,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      17,      29,      0.000000E+00,      0.000000E+00,     -5.758381E-20,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      33,      29,     -1.026404E-03,     -8.201299E-15,      5.033257E-15,     -2.883705E-15,      4.021574E-15,     -1.428016E-15	
      34,      29,     -1.041089E-03,     -8.858254E-15,      8.027815E-16,     -2.648488E-15,      4.649716E-15,      8.852174E-16	
      41,      29,      1.039067E-03,     -1.229767E-15,     -5.578151E-16,     -1.000538E-15,     -1.686650E-15,     -5.312249E-15	
      49,      29,     -1.048144E-03,      1.043132E-14,      8.014693E-16,      8.829125E-16,      8.088422E-16,      1.846452E-15	
      57,      29,      1.053602E-03,     -3.742434E-15,     -2.861266E-15,      2.766135E-15,     -2.251178E-15,      5.073818E-16	
      65,      29,     -1.055424E-03,     -2.403641E-14,     -6.723929E-16,      4.649562E-15,      4.296252E-15,     -6.518002E-15	


       Node,    Mode,   Dis
       1,      30,      0.000000E+00,      0.000000E+00,      6.100453E-20,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      17,      30,      0.000000E+00,      0.000000E+00,     -1.198910E-19,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      33,      30,     -4.869939E-15,      4.917806E-13,     -2.629237E-15,     -2.564800E-15,     -3.119878E-15,     -4.881805E-13	
      34,      30,     -2.824330E-15,      2.034668E-14,     -2.473090E-17,     -2.403177E-15,     -1.571801E-15,     -4.379417E-13	
      41,      30,      4.205605E-15,      5.768650E-13,      3.505829E-16,     -1.273550E-15,      8.145773E-16,      7.307917E-14	
      49,      30,     -5.159393E-15,      4.487031E-15,     -1.977603E-16,      1.760554E-17,     -3.571598E-15,      3.597531E-13	
      57,      30,      5.974560E-15,     -5.734539E-13,     -3.673499E-15,      1.308840E-15,     -7.995340E-16,      7.374877E-14	
      65,      30,     -1.369946E-14,     -4.880562E-13,      2.353933E-15,      2.600020E-15,      8.614259E-16,     -4.836886E-13	


       Node,    Mode,   Dis
       1,      31,      0.000000E+00,      0.000000E+00,      9.502728E-20,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      17,      31,      0.000000E+00,      0.000000E+00,     -1.712330E-19,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      33,      31,      1.937916E-15,      8.613180E-04,      4.659836E-15,      5.100744E-15,      5.421472E-15,     -8.509599E-04	
      34,      31,      7.220905E-16,      3.817477E-05,      9.630656E-17,      4.977744E-15,      2.849617E-15,     -7.675100E-04	
      41,      31,     -2.572014E-15,      1.009510E-03,     -6.678652E-16,      4.116268E-15,     -1.461059E-15,      1.290310E-04	
      49,      31,      5.911765E-15,     -6.674777E-16,      1.522761E-15,      3.131724E-15,      6.054624E-15,      6.321825E-04	
      57,      31,     -5.200086E-15,     -1.009510E-03,      3.556450E-15,      2.147386E-15,      7.290924E-16,      1.290310E-04	
      65,      31,      1.723141E-14,     -8.613180E-04,      1.935888E-15,      1.162784E-15,     -2.209825E-15,     -8.509599E-04	


       Node,    Mode,   Dis
       1,      32,      0.000000E+00,      0.000000E+00,     -5.710688E-10,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      17,      32,      0.000000E+00,      0.000000E+00,      5.710688E-10,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      33,      32,     -1.581422E-14,     -1.489531E-15,      2.114847E-04,      6.376077E-04,     -2.128867E-04,      1.332565E-15	
      34,      32,     -1.041343E-15,     -1.149535E-16,      4.176073E-04,      5.977572E-04,     -1.925947E-04,      1.459266E-15	
      41,      32,      1.138993E-14,      5.678423E-15,     -4.739460E-05,      3.188039E-04,      2.581353E-04,      2.801120E-15	
      49,      32,     -1.526082E-15,      1.477664E-15,      8.522524E-16,     -2.009138E-15,     -2.568211E-04,      1.540402E-15	
      57,      32,      4.389415E-15,     -1.592085E-15,      4.739460E-05,     -3.188039E-04,      2.581353E-04,      8.588868E-16	
      65,      32,     -7.432375E-15,     -5.374946E-15,     -2.114847E-04,     -6.376077E-04,     -2.128867E-04,      3.341059E-15	


       Node,    Mode,   Dis
       1,      33,      0.000000E+00,      0.000000E+00,      1.192368E-20,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      17,      33,      0.000000E+00,      0.000000E+00,     -2.587503E-20,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      33,      33,     -1.203719E-03,     -1.552451E-15,      2.611020E-15,     -4.323473E-15,      1.744133E-15,     -5.210823E-15	
      34,      33,     -9.209445E-04,     -5.491780E-15,      1.014767E-15,     -4.251890E-15,      1.299277E-15,     -1.397446E-15	
      41,      33,      6.969605E-04,     -4.664780E-15,      5.462036E-16,     -3.752859E-15,     -8.495683E-16,     -8.474759E-15	
      49,      33,      1.575101E-04,      8.680798E-15,      3.244199E-16,     -3.182420E-15,     -2.473433E-15,     -2.423715E-15	
      57,      33,     -9.333993E-04,      8.969224E-15,     -6.979574E-15,     -2.611972E-15,     -1.929321E-15,      1.805124E-16	
      65,      33,      1.243618E-03,      5.899374E-15,     -6.014101E-15,     -2.041524E-15,      9.121726E-15,      6.502641E-15	


       Node,    Mode,   Dis
       1,      34,      0.000000E+00,      0.000000E+00,     -6.004072E-10,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      17,      34,      0.000000E+00,      0.000000E+00,     -6.004072E-10,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      33,      34,      2.259327E-17,      1.475300E-15,      9.502883E-04,      8.765238E-04,      1.810759E-04,     -5.695854E-16	
      34,      34,     -8.284675E-17,      9.530463E-16,      7.658717E-04,      8.765238E-04,      1.910981E-04,     -4.277184E-16	
      41,      34,     -2.398269E-17,      3.485756E-17,     -4.490808E-04,      8.765238E-04,      1.274069E-05,     -2.532440E-16	
      49,      34,     -1.034981E-16,      1.110381E-15,      4.712557E-04,      8.765238E-04,     -2.224180E-16,     -5.152299E-16	
      57,      34,      1.636547E-16,      1.845958E-15,     -4.490808E-04,      8.765238E-04,     -1.274069E-05,      1.344337E-16	
      65,      34,     -1.275256E-16,      2.999696E-15,      9.502883E-04,      8.765238E-04,     -1.810759E-04,      2.041140E-15	


       Node,    Mode,   Dis
       1,      35,      0.000000E+00,      0.000000E+00,     -3.649735E-22,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      17,      35,      0.000000E+00,      0.000000E+00,      2.430103E-21,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      33,      35,      1.947272E-14,     -1.977467E-05,     -7.733338E-15,     -4.536009E-15,     -8.452880E-15,     -7.434878E-04	
      34,      35,      9.282067E-15,     -7.063509E-04,     -7.246478E-16,     -4.253746E-15,     -4.119154E-15,     -5.727532E-04	
      41,      35,     -4.498618E-16,      7.704928E-04,     -6.330903E-16,     -2.276603E-15,      5.569001E-16,     -5.329979E-04	
      49,      35,     -7.319031E-15,      1.094461E-03,     -9.772221E-16,     -1.697807E-17,     -6.072252E-15,      4.860395E-15	
      57,      35,      7.215388E-15,      7.704928E-04,     -1.772157E-15,      2.242620E-15,     -1.810045E-15,      5.329979E-04	
      65,      35,      1.222873E-14,     -1.977467E-05,      8.494044E-15,      4.502267E-15,     -5.535476E-15,      7.434878E-04	


       Node,    Mode,   Dis
       1,      36,      0.000000E+00,      0.000000E+00,     -1.149628E-20,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      17,      36,      0.000000E+00,      0.000000E+00,      3.062562E-20,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      33,      36,      1.020948E-03,     -8.844431E-15,     -3.042480E-14,     -1.274453E-14,     -1.718173E-14,      1.288236E-14	
      34,      36,      5.116220E-04,      3.677376E-15,     -1.333759E-14,     -1.187005E-14,     -1.689952E-14,      1.179970E-14	
      41,      36,      4.926144E-04,     -4.931115E-15,      7.048776E-15,     -5.748407E-15,      9.261633E-15,      1.648428E-15	
      49,      36,     -1.158701E-03,     -7.398228E-15,      3.823001E-15,      1.247885E-15,     -1.445140E-14,      1.834112E-15	
      57,      36,     -1.685994E-04,     -3.761101E-15,     -1.224288E-14,      8.244001E-15,      6.863036E-15,     -3.607586E-16	
      65,      36,      1.205848E-03,      9.418135E-15,      3.111613E-14,      1.524024E-14,     -1.184801E-14,     -6.407411E-16	


       Node,    Mode,   Dis
       1,      37,      0.000000E+00,      0.000000E+00,     -3.107695E-10,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      17,      37,      0.000000E+00,      0.000000E+00,      3.107695E-10,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      33,      37,      2.285015E-14,      6.540201E-14,      1.322903E-03,      5.706979E-04,      6.727893E-04,     -2.597764E-15	
      34,      37,      1.689333E-14,      5.856286E-14,      6.565064E-04,      5.350293E-04,      6.536106E-04,     -1.532158E-14	
      41,      37,     -3.850416E-15,      1.684968E-14,     -3.215595E-04,      2.853489E-04,     -4.419856E-04,      2.595706E-14	
      49,      37,     -2.327725E-14,      9.283069E-15,     -7.432929E-16,      3.418442E-15,      4.754034E-04,      2.489877E-14	
      57,      37,     -5.118200E-15,     -3.452069E-15,      3.215595E-04,     -2.853489E-04,     -4.419856E-04,      3.104522E-14	
      65,      37,      2.834351E-14,     -4.484196E-14,     -1.322903E-03,     -5.706979E-04,      6.727893E-04,      8.393264E-15	


       Node,    Mode,   Dis
       1,      38,      0.000000E+00,      0.000000E+00,      1.212520E-20,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      17,      38,      0.000000E+00,      0.000000E+00,     -3.464902E-21,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      33,      38,     -1.005085E-14,      1.000138E-03,     -7.471022E-14,     -2.578154E-14,     -3.169945E-14,     -7.013253E-05	
      34,      38,      3.963187E-15,      8.915574E-04,     -4.259061E-14,     -2.370226E-14,     -3.296138E-14,     -1.854770E-04	
      41,      38,     -4.336772E-15,      2.631880E-04,      2.159786E-14,     -9.148223E-15,      2.553779E-14,      4.265633E-04	
      49,      38,     -7.440458E-15,     -2.729312E-15,     -1.258001E-15,      7.484989E-15,     -1.772494E-14,      4.685403E-04	
      57,      38,     -4.224603E-15,     -2.631880E-04,     -1.002334E-14,      2.411814E-14,      2.955885E-14,      4.265633E-04	
      65,      38,     -3.425533E-15,     -1.000138E-03,      8.019438E-14,      4.075128E-14,     -4.502188E-14,     -7.013253E-05	


       Node,    Mode,   Dis
       1,      39,      0.000000E+00,      0.000000E+00,      3.900878E-20,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      17,      39,      0.000000E+00,      0.000000E+00,     -6.289622E-20,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      33,      39,     -2.354870E-06,      1.919955E-13,     -5.021626E-15,      4.830750E-15,     -2.563567E-15,     -9.945525E-14	
      34,      39,      5.233542E-04,      9.026730E-14,     -1.708787E-15,      4.791193E-15,     -4.810651E-15,     -1.062746E-13	
      41,      39,     -8.151971E-04,      1.025254E-13,     -1.130821E-16,      4.512789E-15,      2.661212E-15,     -2.575973E-14	
      49,      39,     -6.225757E-04,      1.080609E-13,      6.636701E-15,      4.194663E-15,      1.447578E-15,      1.903275E-15	
      57,      39,      3.379302E-04,      1.121918E-13,      7.603727E-15,      3.876660E-15,      1.238089E-15,      2.426133E-14	
      65,      39,      8.816332E-04,      2.138363E-13,      1.340451E-14,      3.558398E-15,     -1.344286E-14,      1.380026E-13	


       Node,    Mode,   Dis
       1,      40,      0.000000E+00,      0.000000E+00,     -6.052635E-21,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      17,      40,      0.000000E+00,      0.000000E+00,      1.531107E-20,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      33,      40,      1.031090E-15,      1.217141E-03,     -9.737468E-15,     -4.111781E-15,     -4.302060E-15,     -7.254022E-04	
      34,      40,     -9.298602E-14,      4.990731E-04,     -5.394935E-15,     -3.949711E-15,     -4.422863E-15,     -7.033979E-04	
      41,      40,      1.466714E-13,      6.455516E-04,      2.890259E-15,     -2.814249E-15,      2.185427E-15,     -1.284144E-04	
      49,      40,      1.091659E-13,      6.658917E-04,     -4.111221E-16,     -1.516424E-15,     -1.781549E-15,      2.036618E-15	
      57,      40,     -5.660462E-14,      6.455516E-04,      2.908704E-16,     -2.189151E-16,      2.202013E-15,      1.284144E-04	
      65,      40,     -1.550636E-13,      1.217141E-03,      5.347132E-15,      1.078743E-15,     -4.214701E-15,      7.254022E-04	


       Node,    Mode,   Dis
       1,      41,      0.000000E+00,      0.000000E+00,      5.236707E-21,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      17,      41,      0.000000E+00,      0.000000E+00,     -8.409782E-21,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      33,      41,     -1.116865E-03,     -1.113165E-14,      4.045934E-15,      7.477792E-15,      5.021147E-15,      9.428609E-15	
      34,      41,     -9.437466E-04,     -4.687656E-15,     -1.494083E-15,      7.267862E-15,      6.577221E-15,      4.733338E-16	
      41,      41,     -7.229552E-04,     -2.171950E-15,     -8.081135E-16,      5.797772E-15,      3.891926E-15,     -1.948419E-14	
      49,      41,      6.521882E-05,      2.578511E-15,     -3.791872E-15,      4.117820E-15,      9.870023E-15,     -2.603555E-14	
      57,      41,      8.178257E-04,     -1.829420E-14,      7.937974E-15,      2.437656E-15,      5.756650E-15,     -1.276309E-14	
      65,      41,      1.124430E-03,     -3.413379E-14,      3.170236E-15,      7.573799E-16,     -7.975819E-15,     -5.762092E-15	


       Node,    Mode,   Dis
       1,      42,      0.000000E+00,      0.000000E+00,     -1.799216E-20,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      17,      42,      0.000000E+00,      0.000000E+00,      3.307019E-20,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      33,      42,     -9.893554E-14,      4.272827E-14,     -1.207784E-14,     -8.019341E-15,     -1.041429E-14,     -9.082713E-14	
      34,      42,     -6.970126E-14,     -3.861735E-14,     -1.592062E-15,     -7.804570E-15,     -1.063005E-14,     -6.238376E-14	
      41,      42,     -7.761128E-14,      1.197241E-14,      6.198223E-16,     -6.301273E-15,     -8.022049E-16,     -6.138067E-14	
      49,      42,     -1.066700E-14,     -2.000580E-14,     -1.194873E-15,     -4.583183E-15,     -1.254376E-14,     -6.251777E-14	
      57,      42,      3.328795E-14,     -2.795385E-14,     -1.483172E-14,     -2.865247E-15,      1.544798E-15,     -5.070179E-14	
      65,      42,      5.250260E-14,     -7.553641E-14,      3.222641E-15,     -1.147205E-15,      8.420283E-15,     -7.860340E-14	


       Node,    Mode,   Dis
       1,      43,      0.000000E+00,      0.000000E+00,      1.398327E-21,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      17,      43,      0.000000E+00,      0.000000E+00,     -8.923978E-22,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      33,      43,     -8.534006E-15,     -5.820755E-04,     -2.078676E-15,      9.796376E-16,     -1.083750E-15,      1.079973E-03	
      34,      43,     -2.474627E-14,      4.208829E-04,     -1.123767E-15,      1.167902E-15,     -7.010684E-16,      8.489286E-04	
      41,      43,      2.205977E-14,     -1.393993E-04,      7.085474E-16,      2.484683E-15,     -7.546531E-15,      8.565666E-04	
      49,      43,      1.463084E-14,     -1.904558E-14,     -3.346826E-15,      3.989782E-15,      4.786829E-15,      8.633375E-04	
      57,      43,     -1.330762E-14,      1.393993E-04,      1.833095E-14,      5.494583E-15,     -3.465414E-15,      8.565666E-04	
      65,      43,     -2.648022E-14,      5.820755E-04,      1.444827E-14,      6.999229E-15,     -2.135313E-14,      1.079973E-03	


       Node,    Mode,   Dis
       1,      44,      0.000000E+00,      0.000000E+00,     -1.140978E-21,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      17,      44,      0.000000E+00,      0.000000E+00,     -5.882628E-21,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      33,      44,      1.185083E-03,      2.854523E-14,      5.003691E-15,     -1.368140E-14,      1.195566E-14,     -2.436776E-14	
      34,      44,      5.769379E-04,      4.687162E-15,     -6.418022E-15,     -1.398898E-14,      1.035155E-14,     -2.284005E-14	
      41,      44,      1.211570E-03,     -2.239439E-14,      3.650664E-15,     -1.614150E-14,      9.131929E-15,     -2.507549E-14	
      49,      44,      1.230606E-03,      1.228772E-15,      3.436284E-15,     -1.860169E-14,      6.045880E-15,      4.965569E-15	
      57,      44,      1.242074E-03,      1.029698E-14,      1.981708E-15,     -2.106188E-14,      4.687951E-15,      9.029711E-15	
      65,      44,      1.245905E-03,     -5.512481E-14,     -1.371647E-14,     -2.352220E-14,      3.710163E-15,     -5.947644E-14	


       Node,    Mode,   Dis
       1,      45,      0.000000E+00,      0.000000E+00,      2.002098E-20,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      17,      45,      0.000000E+00,      0.000000E+00,      2.370706E-21,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      33,      45,     -4.255194E-14,      6.238883E-04,     -3.110663E-14,      4.033401E-15,     -2.876461E-14,      3.290543E-04	
      34,      45,     -1.007578E-14,      8.732724E-04,     -2.709477E-15,      4.072735E-15,     -2.765964E-14,      9.004360E-05	
      41,      45,     -4.336276E-14,      6.421945E-04,     -2.372314E-14,      4.346768E-15,      2.070633E-14,      3.687077E-04	
      49,      45,      2.999858E-14,      7.730491E-04,      5.155261E-14,      4.660498E-15,     -4.658093E-15,     -9.239881E-15	
      57,      45,      9.143629E-14,      6.421945E-04,     -3.472265E-14,      4.974290E-15,     -1.975968E-14,     -3.687077E-04	
      65,      45,      8.999776E-14,      6.238883E-04,     -3.054508E-14,      5.288167E-15,      3.372463E-14,     -3.290543E-04	


       Node,    Mode,   Dis
       1,      46,      0.000000E+00,      0.000000E+00,     -2.291945E-10,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      17,      46,      0.000000E+00,      0.000000E+00,     -2.291945E-10,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      33,      46,     -3.294710E-14,      3.401634E-14,      8.025946E-04,     -9.023352E-05,      7.655176E-04,      6.387598E-15	
      34,      46,      7.203777E-15,      3.681873E-14,      5.608255E-05,     -9.023352E-05,      7.085011E-04,     -4.367785E-15	
      41,      46,     -1.756422E-14,      1.856812E-14,      6.687942E-04,     -9.023352E-05,     -4.801056E-04,     -9.525460E-15	
      49,      46,     -1.506611E-14,      1.231993E-14,     -1.152592E-03,     -9.023352E-05,     -1.462591E-14,      3.192630E-16	
      57,      46,      2.607556E-14,      3.278346E-14,      6.687942E-04,     -9.023352E-05,      4.801056E-04,     -5.006689E-15	
      65,      46,      2.577716E-14,      3.719881E-14,      8.025946E-04,     -9.023352E-05,     -7.655176E-04,     -8.200390E-15	


       Node,    Mode,   Dis
       1,      47,      0.000000E+00,      0.000000E+00,      9.235748E-22,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      17,      47,      0.000000E+00,      0.000000E+00,      7.505759E-21,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      33,      47,     -1.059662E-03,     -9.975935E-14,     -1.503371E-14,      2.899604E-14,     -2.904836E-14,      2.504456E-14	
      34,      47,     -1.868384E-04,     -6.980487E-14,      1.266165E-14,      2.802733E-14,     -2.498817E-14,      3.977384E-14	
      41,      47,     -4.504525E-04,     -4.746352E-14,     -3.292550E-14,      2.124584E-14,      7.320967E-15,      1.840848E-14	
      49,      47,      3.407753E-04,     -3.678100E-14,      2.412652E-14,      1.349600E-14,      8.392533E-15,     -4.459174E-15	
      57,      47,      9.943033E-04,     -2.085520E-14,     -2.087688E-15,      5.746061E-15,     -8.850984E-15,      6.369985E-14	
      65,      47,      1.246055E-03,     -1.014478E-14,     -1.142010E-14,     -2.003959E-15,      8.784993E-15,     -2.993107E-16	


       Node,    Mode,   Dis
       1,      48,      0.000000E+00,      0.000000E+00,      1.645386E-22,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      17,      48,      0.000000E+00,      0.000000E+00,     -1.810373E-20,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      33,      48,     -4.514402E-14,      1.161081E-03,     -7.944107E-15,     -3.074924E-14,      7.503819E-15,     -5.678348E-04	
      34,      48,      8.368767E-15,      5.797274E-04,     -1.470772E-14,     -2.959219E-14,      5.284797E-15,     -6.083908E-04	
      41,      48,      5.206641E-15,      3.746921E-04,      1.356209E-14,     -2.149176E-14,     -1.017223E-16,     -3.467282E-04	
      49,      48,     -7.189983E-15,     -3.806302E-14,     -3.747527E-15,     -1.223429E-14,     -4.930855E-15,     -4.770337E-04	
      57,      48,      1.204357E-14,     -3.746921E-04,     -8.028005E-15,     -2.976672E-15,      9.472990E-16,     -3.467282E-04	
      65,      48,      2.173308E-14,     -1.161081E-03,     -3.273948E-15,      6.281235E-15,      7.139275E-15,     -5.678348E-04	


       Node,    Mode,   Dis
       1,      49,      0.000000E+00,      0.000000E+00,     -1.936039E-20,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      17,      49,      0.000000E+00,      0.000000E+00,      3.815097E-20,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      33,      49,      6.875699E-04,     -1.921082E-14,      4.585362E-15,      1.087888E-15,      2.477537E-15,      2.828667E-14	
      34,      49,     -3.674335E-04,      7.144919E-15,      1.491672E-15,      1.241574E-15,      4.325370E-15,      2.249463E-14	
      41,      49,     -7.543617E-04,      1.899175E-14,      5.189283E-15,      2.317807E-15,     -6.853649E-16,      1.227908E-14	
      49,      49,     -1.038626E-03,      1.847468E-14,     -5.906733E-16,      3.547367E-15,     -2.378970E-15,      2.831882E-15	
      57,      49,      2.710185E-04,      9.758917E-15,     -4.211583E-16,      4.776737E-15,     -1.144857E-15,     -1.147039E-14	
      65,      49,      1.164749E-03,     -4.304695E-14,      2.450714E-15,      6.006643E-15,     -3.493516E-15,     -5.220679E-14	


       Node,    Mode,   Dis
       1,      50,      0.000000E+00,      0.000000E+00,     -3.201452E-20,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      17,      50,      0.000000E+00,      0.000000E+00,      3.209705E-20,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      33,      50,     -4.423960E-14,     -9.259657E-04,      4.791523E-15,     -3.426195E-14,      3.278165E-14,      1.246644E-03	
      34,      50,      8.081697E-15,      2.311137E-04,     -2.400762E-14,     -3.106006E-14,      2.083717E-14,      9.779497E-04	
      41,      50,     -1.638449E-14,      5.164348E-04,      5.142031E-14,     -8.644114E-15,     -3.708483E-15,      7.538178E-04	
      49,      50,      2.834647E-14,      9.774210E-04,     -8.525888E-15,      1.697448E-14,     -3.511278E-14,     -3.178303E-14	
      57,      50,     -2.793067E-15,      5.164348E-04,     -4.041034E-14,      4.259280E-14,      1.333291E-14,     -7.538178E-04	
      65,      50,     -8.364717E-14,     -9.259657E-04,      5.166638E-14,      6.821160E-14,      1.155250E-14,     -1.246644E-03	


