      50,      35


       1
       2
       3
       4
       5
       6
       7
       8
       9
      10
      11
      12
      13
      14
      15
      16
      17
      18
      19
      20
      21
      22
      23
      24
      25
      26
      27
      28
      29
      30
      31
      32
      33
      34
      35


      1.000000E-4
      0.000000E+00,      0.000000E+00,      1.903242E-06,      0.000000E+00,      0.000000E+00,      0.000000E+00	
      0.000000E+00,      0.000000E+00,     -1.173735E-06,      0.000000E+00,      0.000000E+00,      0.000000E+00	
     -1.361929E-19,     -1.493641E-19,      1.903242E-06,     -3.850881E-18,      9.615552E-08,      2.664380E-19	
     -2.375643E-19,      1.219492E-19,      1.807086E-06,     -3.725461E-18,      9.615552E-08,      2.810606E-19	
     -1.917848E-19,      2.725394E-19,      1.710931E-06,     -3.600038E-18,      9.615552E-08,     -1.249775E-19	
      7.263193E-20,     -1.089660E-19,      1.614775E-06,     -3.474616E-18,      9.615552E-08,     -4.739060E-19	
     -4.284745E-19,     -4.209542E-19,      1.518620E-06,     -3.349192E-18,      9.615552E-08,     -5.988271E-20	
     -3.020941E-20,     -2.882450E-19,      1.422464E-06,     -3.223770E-18,      9.615552E-08,      1.756260E-19	
     -2.853404E-19,     -1.480208E-19,      1.326309E-06,     -3.098349E-18,      9.615552E-08,      1.761502E-19	
     -2.469481E-19,      3.344535E-20,      1.230153E-06,     -2.972927E-18,      9.615552E-08,      8.478386E-20	
     -2.437629E-19,     -4.952466E-21,      1.133998E-06,     -2.847504E-18,      9.615552E-08,     -8.603020E-20	
     -3.317529E-19,     -5.441659E-21,      1.037842E-06,     -2.722081E-18,      9.615552E-08,      1.426927E-19	
     -2.334892E-19,      1.658270E-19,      9.416867E-07,     -2.596659E-18,      9.615552E-08,      2.756013E-20	
      1.142135E-20,      9.429929E-20,      8.455312E-07,     -2.471235E-18,      9.615552E-08,      4.625387E-20	
     -1.731765E-19,      2.888250E-19,      7.493756E-07,     -2.345814E-18,      9.615552E-08,      1.564707E-19	
     -9.105513E-20,      2.591617E-19,      6.532201E-07,     -2.220392E-18,      9.615552E-08,     -1.775155E-19	
      3.970288E-20,      6.542160E-20,      5.570646E-07,     -2.094969E-18,      9.615552E-08,     -1.166754E-19	
     -3.615321E-19,      9.329422E-20,      4.609091E-07,     -1.969547E-18,      9.615552E-08,      1.465303E-19	
