2	!几个节点上需要施加地震力

1	3	1	!节点号，力的方向，力的类型：1为时程
4401	4401	!时程数据点的最大个数，本节点上力的时程数据点数目
0.01	-8290800000.0
0.02	7056000000.0
0.03	25401600000.0
0.04	35868000000.0
0.05	25284000000.0
0.06	10525200000.0
0.07	12465600000.0
0.08	17757600000.0
0.09	3027300000.0
0.1	-18463200000.0
0.11	-9349200000.0
0.12	32400000000.0
0.13	64032000000.0
0.14	55800000000.0
0.15	23872800000.0
0.16	-228699000.0
0.17	-4200900000.0
0.18	5618400000.0
0.19	15758400000.0
0.2	15758400000.0
0.21	10290000000.0
0.22	11113200000.0
0.23	11995200000.0
0.24	-4451400000.0
0.25	-28576800000.0
0.26	-28106400000.0
0.27	-160701000.0
0.28	21873600000.0
0.29	19580400000.0
0.3	3514500000.0
0.31	-13994400000.0
0.32	-19110000000.0
0.33	-1547220000.0
0.34	18757200000.0
0.35	19286400000.0
0.36	13230000000.0
0.37	12054000000.0
0.38	7114800000.0
0.39	2903190000.0
0.4	3375300000.0
0.41	-1325550000.0
0.42	-4450800000.0
0.43	6762000000.0
0.44	25048800000.0
0.45	43629000000.0
0.46	60036000000.0
0.47	57978000000.0
0.48	33162000000.0
0.49	12700800000.0
0.5	14876400000.0
0.51	20874000000.0
0.52	7761600000.0
0.53	-15699600000.0
0.54	-27224400000.0
0.55	-23931600000.0
0.56	-13053600000.0
0.57	9349200000.0
0.58	45747000000.0
0.59	74088000000.0
0.6	68091000000.0
0.61	36690000000.0
0.62	12818400000.0
0.63	8820000000.0
0.64	10113600000.0
0.65	8232000000.0
0.66	9584400000.0
0.67	10584000000.0
0.68	-1866660000.0
0.69	-25107600000.0
0.7	-42159000000.0
0.71	-41220000000.0
0.72	-25225200000.0
0.73	-2932140000.0
0.74	23931600000.0
0.75	52155000000.0
0.76	67737000000.0
0.77	62739000000.0
0.78	46041000000.0
0.79	30810000000.0
0.8	25519200000.0
0.81	26518800000.0
0.82	25636800000.0
0.83	27106800000.0
0.84	36750000000.0
0.85	53568000000.0
0.86	76794000000.0
0.87	96666000000.0
0.88	95196000000.0
0.89	72030000000.0
0.9	50097000000.0
0.91	55155000000.0
0.92	85731000000.0
0.93	101253000000.0
0.94	73560000000.0
0.95	36222000000.0
0.96	31104000000.0
0.97	43572000000.0
0.98	39162000000.0
0.99	23696400000.0
1.0	25166400000.0
1.01	48276000000.0
1.02	82968000000.0
1.03	109485000000.0
1.04	88377000000.0
1.05	19521600000.0
1.06	-33222000000.0
1.07	-34338000000.0
1.08	-2760840000.0
1.09	31341000000.0
1.1	25107600000.0
1.11	-11466000000.0
1.12	-6291600000.0
1.13	23755200000.0
1.14	1245090000.0
1.15	-56154000000.0
1.16	-83319000000.0
1.17	-68619000000.0
1.18	-36456000000.0
1.19	-16758000000.0
1.2	-25695600000.0
1.21	-43983000000.0
1.22	-46392000000.0
1.23	-32106000000.0
1.24	-6409200000.0
1.25	16287600000.0
1.26	6115200000.0
1.27	-35691000000.0
1.28	-59211000000.0
1.29	-32106000000.0
1.3	6056400000.0
1.31	-3765300000.0
1.32	-48276000000.0
1.33	-69561000000.0
1.34	-58095000000.0
1.35	-40395000000.0
1.36	-18816000000.0
1.37	5300700000.0
1.38	11583600000.0
1.39	-2951100000.0
1.4	-15111600000.0
1.41	12700800000.0
1.42	87024000000.0
1.43	146118000000.0
1.44	125067000000.0
1.45	32634000000.0
1.46	-12642000000.0
1.47	80145000000.0
1.48	187395000000.0
1.49	148764000000.0
1.5	9584400000.0
1.51	-50040000000.0
1.52	37221000000.0
1.53	115071000000.0
1.54	62388000000.0
1.55	-21462000000.0
1.56	-30342000000.0
1.57	-9760800000.0
1.58	-29458800000.0
1.59	-61092000000.0
1.6	-48921000000.0
1.61	-3574200000.0
1.62	36222000000.0
1.63	54567000000.0
1.64	49038000000.0
1.65	31752000000.0
1.66	24519600000.0
1.67	28459200000.0
1.68	21050400000.0
1.69	-13876800000.0
1.7	-60036000000.0
1.71	-81144000000.0
1.72	-70737000000.0
1.73	-61092000000.0
1.74	-72852000000.0
1.75	-90024000000.0
1.76	-84261000000.0
1.77	-55506000000.0
1.78	-38280000000.0
1.79	-47451000000.0
1.8	-45216000000.0
1.81	-4462500000.0
1.82	37398000000.0
1.83	41631000000.0
1.84	28047600000.0
1.85	24990000000.0
1.86	25754400000.0
1.87	16875600000.0
1.88	608880000.0
1.89	-15523200000.0
1.9	-22285200000.0
1.91	19756800000.0
1.92	122715000000.0
1.93	193629000000.0
1.94	142179000000.0
1.95	12465600000.0
1.96	-42807000000.0
1.97	34398000000.0
1.98	89610000000.0
1.99	25813200000.0
2.0	-33810000000.0
2.01	676620000.0
2.02	49746000000.0
2.03	24931200000.0
2.04	-40218000000.0
2.05	-56682000000.0
2.06	-12583200000.0
2.07	29400000000.0
2.08	37809000000.0
2.09	23520000000.0
2.1	-7467600000.0
2.11	-14935200000.0
